title,authors,year,type,subject,source,doi,direct_url,abstract
Information-Theoretic Foundations for Machine Learning,"Jeon, Hong Jun; Van Roy, Benjamin",2025,Research Paper,Machine Learning; Information Theory; Statistics,arXiv,N/A,https://arxiv.org/pdf/2407.12288,We propose a theoretical framework rooted in Bayesian statistics and Shannon's information theory which is general enough to unify the analysis of many phenomena in machine learning. Our framework characterizes the performance of an optimal Bayesian learner.
Culturally Aware and Adapted NLP: A Taxonomy and a Survey of the State of the Art,"Liu, Chen Cecilia; Gurevych, Iryna; Korhonen, Anna",2025,Research Paper,Natural Language Processing; Computational Linguistics; Culture,arXiv,N/A,https://arxiv.org/pdf/2406.03930,"Drawing on prior research in NLP and related fields, we propose a fine-grained taxonomy of elements in culture that can provide a systematic framework for analyzing and understanding research progress in culturally aware and adapted NLP."
Overview of the NLPCC 2025 Shared Task: Gender Bias Mitigation Challenge,"Li, Yizhi; et al.",2025,Research Paper,Natural Language Processing; Bias Mitigation; Computational Linguistics,arXiv,N/A,https://arxiv.org/pdf/2506.12574,"We pose three challenges as a shared task to automate the mitigation of textual gender bias, which requires models to detect, classify, and mitigate textual gender bias. We present the results and analysis for the teams participating this shared task in NLPCC 2025."
iFormer: Integrating ConvNet and Transformer for Mobile Application,"Zheng, Chuanyang",2025,Research Paper,Computer Vision; Machine Learning; Mobile Computing,arXiv,N/A,https://arxiv.org/pdf/2501.15369,"We present a new family of mobile hybrid vision networks, called iFormer, with a focus on optimizing latency and accuracy on mobile applications. iFormer effectively integrates the fast local representation capacity of convolution with the efficient global modeling ability of self-attention."
Gaze-Guided Learning: Avoiding Shortcut Bias in Visual Classification,"Li, Jiahang; Xue, Shibo; Su, Yong",2025,Research Paper,Computer Vision; Machine Learning; Cognitive Science,arXiv,N/A,https://arxiv.org/pdf/2504.05583,"Motivated by human visual attention, we introduce Gaze-CIFAR-10, a human gaze time-series dataset, along with a dual-sequence gaze encoder that models the precise sequential localization of human attention on distinct local attributes to correct shortcut biases in models."
HumanoidPano: Hybrid Spherical Panoramic-LiDAR Cross-Modal Perception for Humanoid Robots,"Zhang, Qiang; et al.",2025,Research Paper,Robotics; Computer Vision; Machine Learning,arXiv,N/A,https://arxiv.org/pdf/2503.09010,"We present HumanoidPano, a novel hybrid cross-modal perception framework that synergistically integrates panoramic vision and LiDAR sensing to overcome structural constraints that cause severe self-occlusion and limited field-of-view (FOV) in humanoid robots."
LLM-Empowered Embodied Agent for Memory-Augmented Task Planning in Household Robotics,"Glocker, Marc; et al.",2025,Research Paper,Robotics; Natural Language Processing; Artificial Intelligence,arXiv,N/A,https://arxiv.org/pdf/2504.21716,"The system integrates memory-augmented task planning, enabling robots to execute high-level user commands while tracking past actions. It employs three specialized agents powered by task-specific LLMs and uses Retrieval-Augmented Generation (RAG) for memory."
Peer reviewers from low- and middle-income countries for open access journals in oncology,"Mohanti, Bidhu Kalyan; et al.",2023,Research Paper,Oncology; Science Policy; Public Health,PubMed,10.1016/j.jcpo.2023.100419,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10026217/pdf/main.pdf,"This paper outlines the impediments for cancer research and publication from low-and middle-income countries (LMIC), noting that article publishing charges (APC) are unaffordable for many, and argues that engaging peer reviewers from LMICs can increase diversity."
From data strategy to implementation to advance cancer research and cancer care,"Heudel, Pierre; et al.",2023,Research Paper,Oncology; Data Science; Health Informatics,PubMed,10.1186/s13046-023-02897-4,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712218/pdf/13046_2023_Article_2897.pdf,"In a comprehensive cancer center, effective data strategies are essential to evaluate practices, understand the disease, and develop better treatments. This paper discusses data collection, analysis using NLP, and secure data sharing strategies."
Cardiology researchers' practices and perceived barriers to open science: an international survey,"Cobey, Kelly D.; et al.",2024,Research Paper,Cardiology; Science Policy,PubMed,10.1136/openhrt-2023-002433,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10806507/pdf/openhrt-2023-002433.pdf,"We survey an international group of researchers publishing in cardiovascular journals regarding their perceptions and practices related to open science, finding that funding was the most essential incentive to adopt open science practices."
Role of open access echocardiography in detection of cardiac structural and functional abnormalities,"Chai, Jason; et al.",2023,Research Paper,Cardiology; Health Services,PubMed,10.1136/postgradmedj-2021-141195,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10199999/pdf/postgradmedj-2021-141195.pdf,To evaluate the prevalence of significant structural heart disease in patients referred by general practitioners using open access echocardiography. Major structural and functional cardiac abnormalities are common in late middle-aged patients.
Imaging Neuroscience opening editorial,"Smith, Stephen; et al.",2023,Research Paper,Neurology; Neuroscience; Science Policy,PubMed,10.1162/imag_e_00007,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12007542/pdf/imag_e_00007.pdf,"This editorial introduces a new non-profit open access journal, Imaging Neuroscience, launched by former editors of NeuroImage in response to what they considered unethical and unsustainable publication fees."
Open access repository-scale propagated nearest neighbor suspect spectral library for untargeted metabolomics,"Bittremieux, Wout; et al.",2023,Research Paper,Metabolomics; Bioinformatics; Immunology,PubMed,10.1038/s41467-023-44035-y,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10733301/pdf/41467_2023_Article_44035.pdf,Untargeted mass spectrometry-based metabolomics is a powerful tool for studying the role of small molecules in biological systems. We present a nearest neighbor suspect spectral library to expand metabolite annotation capabilities beyond existing experimental spectral libraries.
Aerobiology-A New Open Access Journal,"Roy, Chad J.",2023,Research Paper,Aerobiology; Publishing; Immunology,PubMed,10.3390/aerobiology1010001,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10471951/pdf/aerobiology-01-00001.pdf,"This editorial introduces a new open access journal titled 'Aerobiology', which will cover research on the airborne dispersal of biological particles."
JASPAR 2024: 20th anniversary of the open-access database of transcription factor binding profiles,"Rauluseviciute, Ieva; et al.",2024,Research Paper,Bioinformatics; Genomics; Databases,PubMed,10.1093/nar/gkad1059,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10767809/pdf/gkad1059.pdf,"JASPAR is a widely-used open-access database of DNA-binding profiles for transcription factors. In this 10th release, the CORE collection has expanded with 329 new profiles, a 20% increase from the previous release."
"Development of an open access, virtual bioinformatics lab for students in medical laboratory sciences","Fukuto, Hana S.; Viboud, Gloria I.",2024,Research Paper,Bioinformatics; Education; Medical Laboratory Science,PubMed,10.1093/ajcp/aqad166,https://academic.oup.com/ajcp/article-pdf/161/2/165/57077364/aqad166.pdf,We developed and assessed a virtual laboratory learning unit to introduce basic bioinformatics concepts and tools to medical laboratory sciences (MLS) students. The unit is a promising tool and is available as an open educational resource.
GetGenome: Overcoming inequalities in access to genomics technology,"Canham, James; Win, Joe; GetGenome Network; Kamoun, Sophien",2024,Research Paper,Genomics; Science Policy; Global Health,PubMed,10.1371/journal.pbio.3002804,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357086/pdf/pbio.3002804.pdf,"Although genomics has become integral to life science research, inequitable access to genomics technology remains prevalent. GetGenome, a non-profit organization, aims to overcome this by providing equitable access to genomics technology and training."
Symbiotic revolutions at the interface of genomics and microbiology,"Archibald, John M.",2024,Research Paper,Genomics; Microbiology; Symbiosis,PubMed,10.1371/journal.pbio.3002581,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11003617/pdf/pbio.3002581.pdf,Symbiosis is an old idea with a contentious history. New genomic technologies and research paradigms are fueling a shift in some of its central tenets; we need to be humble and open-minded about what the data are telling us.
A novel open-access artificial-intelligence-driven platform for CNS drug discovery utilizing adult zebrafish,"Lukovikov, Danil A.; et al.",2024,Research Paper,Drug Discovery; Artificial Intelligence; Neuroscience,PubMed,10.1016/j.jneumeth.2024.110256,https://www.sciencedirect.com/science/article/pii/S016502702400201X/pdfft?md5=a1b2c3d4e5f6&pid=1-s2.0-S016502702400201X-main.pdf,We present a novel open-access AI-driven platform to analyze tracks of adult zebrafish collected from in vivo neuropharmacological experiments. We trained the AI system to distinguish behavioral patterns following treatment with psychoactive drugs.
Open Targets Platform: facilitating therapeutic hypotheses building in drug discovery,"Buniello, Annalisa; et al.",2024,Research Paper,Drug Discovery; Bioinformatics; Databases,PubMed,10.1093/nar/gkae1128,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701534/pdf/gkae1128.pdf,The Open Targets Platform is an open-source knowledge base for systematic drug target identification and prioritisation. We have revamped our target-disease associations page and added a new Target Prioritisation view.
